Joint1,Joint2,Joint3,Joint4,Joint5,Joint6
49.8150810990482,-132.735988126383,-119.367232572775,-17.896568463722,89.9999997976492,139.814870647199
50.8062957516524,-133.40515638015,-117.266272342994,-19.3283608010327,89.9999999950176,140.806085308849
48.336669188243,-135.902188533203,-110.022284707602,-24.0753156742211,90.0000002104892,138.336458934574
50.3562693590237,-137.305752841709,-106.22954403472,-26.4644911767127,89.999999898826,140.356059404755
54.243742966323,-135.547909887123,-111.006136344224,-23.4457433642284,89.999999911678,144.243532432757
56.6573023606978,-137.103555455572,-106.766640247256,-26.1295934923937,89.9999998834318,146.657091605131
60.4525911088887,-135.327835131207,-111.623474729996,-23.0484799645392,89.9999999188831,150.452380664251
63.6991454514355,-138.616756411106,-102.811106653774,-28.5719258979993,89.9999995411922,153.698935569906
